id,name,image_url,price,saleprice,url,category,type
32164491-1,Bengal Blooms Snowball Green Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/g/d/j/bb136-bengal-blooms-400x400-imaecsq2hryxfxhh.jpeg,749,599,https://www.flipkart.com/bengal-blooms-snowball-green-assorted-artificial-flower/p/itmecswqbvhaepvj?pid=ARFECSWQQCRSAGDJ&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32164492-1,Bengal Blooms New Mokara Purple Orchids Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/u/d/s/bb161-bengal-blooms-400x400-imaecsrayyb8yyfe.jpeg,749,599,https://www.flipkart.com/bengal-blooms-new-mokara-purple-orchids-artificial-flower/p/itmecswqfvceaxz9?pid=ARFECSWQW9CXFUDS&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32241935-1,Urban Monk Creations Ceramic Vase,http://img5a.flixcart.com/image/vase/9/c/j/org1927-urban-monk-creations-400x400-imaecyjxkzzgkgg5.jpeg,1499,821,https://www.flipkart.com/urban-monk-creations-ceramic-vase/p/itmecf58ckgkgsvh?pid=VASECF58WMHVF9CJ&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32540433-1,Vck Red Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/j/m/s/afs-112-vck-400x400-imaea4a9dhu8mdgq.jpeg,975,450,https://www.flipkart.com/vck-red-assorted-artificial-flower/p/itmeamcabq3gyczk?pid=ARFEAMCAZYJXTJMS&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32277574-1,Exotic Creations Golden Rich Dried Bouquet Gold Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/t/s/n/28-exotic-creations-0-000000000000-400x400-imaecn9vfy8zearj.jpeg,1299,1120,https://www.flipkart.com/exotic-creations-golden-rich-dried-bouquet-gold-assorted-artificial-flower/p/itmed9f6vnez4wz4?pid=ARFED9F6GFPCCTSN&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32546936-1,RZ Best Flower Two Birds Multicolor Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/c/k/j/rz-best-flower-pot-2bird-27802-rz-best-flower-400x400-imaed8hatgxzqrgm.jpeg,999,297,https://www.flipkart.com/rz-best-flower-two-birds-multicolor-assorted-artificial/p/itmed8sfegc4kzmp?pid=ARFED8SFZWJHVCKJ&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32546945-1,RZ Best Flower Latest Multicolor Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/z/h/q/rz-best-flower-rpot-rani-27805-rz-best-flower-400x400-imaed8haydhmfq6r.jpeg,1299,298,https://www.flipkart.com/rz-best-flower-latest-multicolor-assorted-artificial/p/itmed8sfs2fcxuwd?pid=ARFED8SFNZ5YCZHQ&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551857-1,Pollination Crystal Carnition Flower Red Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/f/u/m/cf-007-rx2-pollination-400x400-imaedhymztdtvsay.jpeg,1925,943,https://www.flipkart.com/pollination-crystal-carnition-flower-red-assorted-artificial/p/itmedmzkrywybppf?pid=ARFEDMZKFQMPBFUM&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551886-1,Exotic Creations Adoring Heart Dried Bouquet Multicolor Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/c/w/y/16-exotic-creations-0-000000000000-400x400-imaecn8fzg9amzkf.jpeg,1299,1120,https://www.flipkart.com/exotic-creations-adoring-heart-dried-bouquet-multicolor-assorted-artificial-flower/p/itmed9f66cx7e4ym?pid=ARFED9F6MYUXNCWY&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551905-1,Pollination Hanging Orchid Flowers Purple Orchids Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/g/r/t/af-358-pux2-pollination-400x400-imaedhymjdxgrpp6.jpeg,1950,1248,https://www.flipkart.com/pollination-hanging-orchid-flowers-purple-orchids-artificial-flower/p/itmedmzkncrzguzb?pid=ARFEDMZKQGGB6GRT&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551910-1,Pollination Rubber Tulip Flowers Yellow Tulips Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/t/f/d/af-391-yx3-pollination-400x400-imaedhymnfkmdmce.jpeg,1238,607,https://www.flipkart.com/pollination-rubber-tulip-flowers-yellow-tulips-artificial-flower/p/itmedmzkuqf3q934?pid=ARFEDMZKMGV2MTFD&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551916-1,Pollination Stock Flowers White Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/t/c/g/af-327-wx3-pollination-400x400-imaedhymkehzsggg.jpeg,1485,1114,https://www.flipkart.com/pollination-stock-flowers-white-assorted-artificial-flower/p/itmedmzkagcqzcgn?pid=ARFEDMZKM4ZDJTCG&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551927-1,Pollination Orchid Flowers Red Orchids Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/8/r/n/af-265-rx3-pollination-400x400-imaedhymxdggegyc.jpeg,1125,720,https://www.flipkart.com/pollination-orchid-flowers-red-orchids-artificial-flower/p/itmedmzka7gcpmdf?pid=ARFEDMZKTTSSJ8RN&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32551960-1,Pollination Crystal Carnition Flower Red Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/n/t/3/cf-008-rx3-pollination-400x400-imaedhymy75raghz.jpeg,1617,792,https://www.flipkart.com/pollination-crystal-carnition-flower-red-assorted-artificial/p/itmedmzkvgmgqgbh?pid=ARFEDMZKYECKDNT3&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32556353-1,Pollination Rubber Tulip Flowers Pink Tulips Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/d/z/g/af-391-px3-pollination-400x400-imaedhynzkpkrfmc.jpeg,1238,607,https://www.flipkart.com/pollination-rubber-tulip-flowers-pink-tulips-artificial-flower/p/itmedmzk9rfhkkb5?pid=ARFEDMZKYZKZWDZG&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32571684-1,Pollination Stock Flowers White Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/y/v/b/af-327-wx4-pollination-400x400-imaedhymkpsvzxz4.jpeg,1980,1485,https://www.flipkart.com/pollination-stock-flowers-white-assorted-artificial-flower/p/itmedmzhhbf6rrhh?pid=ARFEDMZHZX6MGYVB&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32571978-1,"Orchard Purple, White Rose Artificial Flower",http://img6a.flixcart.com/image/artificial-flower/r/z/r/orchard1243-orchard-400x400-imaedz7ttxgjvm3x.jpeg,1199,449,https://www.flipkart.com/orchard-purple-white-rose-artificial-flower/p/itmedzauew6hsvzm?pid=ARFEDZAUWWBBURZR&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
32572348-1,V Creations White Assorted Artificial Flower with Pot,http://img5a.flixcart.com/image/artificial-flower/p/5/2/white-blossoms-v-creations-0-400x400-imaeefdpy2sgbpfq.jpeg,1499,430,https://www.flipkart.com/v-creations-white-assorted-artificial-flower-pot/p/itmee2huyrs6cnwn?pid=ARFEE2HU4SFHKP52&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17881274-1,Flowers Forever Mini Lilac Pink Assorted Artificial Flower with Pot,http://img6a.flixcart.com/image/artificial-flower/r/m/d/su-12452-flowers-forever-400x400-imadxq33gxgfqpzd.jpeg,2899,1338,https://www.flipkart.com/flowers-forever-mini-lilac-pink-assorted-artificial-flower-pot/p/itmdxpkandvwyggc?pid=ARFDXPKA4AF8DRMD&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17881308-1,Flowers Forever New White Peony Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/g/g/f/an-01107-flowers-forever-400x400-imadxq32qvcbgygx.jpeg,812,280,https://www.flipkart.com/flowers-forever-new-white-peony-artificial-flower/p/itmdxpkahfvhbzhq?pid=ARFDXPKAD3JHMGGF&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17881348-1,Flowers Forever Pink Peony Artificial Flower with Pot,http://img6a.flixcart.com/image/artificial-flower/y/5/e/su-12196-flowers-forever-400x400-imadxq32cgwzb8m2.jpeg,1787,825,https://www.flipkart.com/flowers-forever-pink-peony-artificial-flower-pot/p/itmdxpkacezsjjmz?pid=ARFDXPKAGVJDKY5E&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17881478-1,Flowers Forever Single Hydrangea Pink Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/z/n/v/iy-01191-flowers-forever-400x400-imadxq33yhbsrcwn.jpeg,1137,525,https://www.flipkart.com/flowers-forever-single-hydrangea-pink-assorted-artificial-flower/p/itmdxpkaedkxwy2v?pid=ARFDXPKAYM8W3ZNV&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17883059-1,Gifts By Meeta White Assorted Artificial Flower with Pot,http://img6a.flixcart.com/image/artificial-flower/a/7/h/gifts4701-gifts-by-meeta-0000000000000-400x400-imae25exqmkzxh2r.jpeg,2035,2010,https://www.flipkart.com/gifts-meeta-white-assorted-artificial-flower-pot/p/itme25zyysane76y?pid=ARFE25ZYHX83NA7H&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17883173-1,Kusal Multicolor Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/w/h/k/kfb-2050-kusal-400x400-imae2k33puhf73rt.jpeg,995,899,https://www.flipkart.com/kusal-multicolor-assorted-artificial-flower/p/itme2nez4zqqq6n6?pid=ARFE2NEZHSHK2WHK&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17883558-1,Pollination Orchid White Assorted Artificial Flower,http://img.fkcdn.com/image/artificial-flower/w/s/x/pn-af-116-w-pollination-0000000000000-400x400-imae3tm2hgjahq3r.jpeg,1728,749,https://www.flipkart.com/pollination-orchid-white-assorted-artificial-flower/p/itme3uu2kuygg243?pid=ARFE3UU2A8YDBWSX&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17884499-1,Pollination PROTEA Red Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/j/s/h/af-168-ih-pollination-400x400-imae5d5bgz9ys8q7.jpeg,2352,1035,https://www.flipkart.com/pollination-protea-red-assorted-artificial-flower/p/itme5jh3njnuzxuz?pid=ARFE5DAAGH8KWJSH&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17884629-1,Pollination Floating Lotus Yellow Assorted Artificial Flower,http://img6a.flixcart.com/image/artificial-flower/c/7/k/f-lotus-med-y-pollination-400x400-imae5d5bwfqxpevm.jpeg,972,321,https://www.flipkart.com/pollination-floating-lotus-yellow-assorted-artificial-flower/p/itme5gc3hzge9ugz?pid=ARFE5GC3A7TETAZV&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
17884646-1,Pollination Floating Rose Pink Assorted Artificial Flower,http://img5a.flixcart.com/image/artificial-flower/k/z/3/f-rose-large-pollination-400x400-imae5d5bjgzevbdb.jpeg,2640,1162,https://www.flipkart.com/pollination-floating-rose-pink-assorted-artificial-flower/p/itme5jh3hcf2mgg3?pid=ARFE5GC3HUZ68KZ3&affid=affiliate7&affExtParam1=site,Flowers & Vases,flower
10575191-3,"Giorgio Armani Code for Women, 75ml",https://images-eu.ssl-images-amazon.com/images/I/41oC871OD7L._SL160_.jpg,6499,6499,http://www.amazon.in/dp/B000PY7FRM/ref=asc_df_B000PY7FRM41293952/?tag=indiashopps-21&creative=165953&creativeASIN=B000PY7FRM&linkCode=df0,Fragrances,popular
3482608-3,Gucci Guilty Intense Eau De Parfum Spray 75ml/2.5oz,https://images-eu.ssl-images-amazon.com/images/I/11Z5XNHHxVL._SL160_.jpg,5300,5300,http://www.amazon.in/dp/B009QZE3TE/ref=asc_df_B009QZE3TE41293952/?tag=indiashopps-21&creative=165953&creativeASIN=B009QZE3TE&linkCode=df0,Fragrances,popular
6412575-3,Victoria's Secret Angels Only Perfume Eau De Parfum 1.7 oz,https://images-eu.ssl-images-amazon.com/images/I/41wZKI3CBxL._SL160_.jpg,4602,4602,http://www.amazon.in/dp/B00KLJD6GU/ref=asc_df_B00KLJD6GU41293952/?tag=indiashopps-21&creative=165953&creativeASIN=B00KLJD6GU&linkCode=df0,Fragrances,popular
6276393-5,Fostelo Women's PU Handbag - Maroon,http://stat.homeshop18.com/homeshop18/images/productImages/680/fostelo-womens-pu-handbag-maroon-small_ead1c7338acc5f0886d9083584cd1388.jpg,1799,699,http://www.homeshop18.com/fostelo-women-pu-handbag-maroon/fashion-accessories/women/product:33059949/cid:17313/?pos=135&utm_source=affiliate&utm_medium=OMG&utm_campaign=text,Handbags,popular
617560-16,FOSTELO FSB-209 Purple Shoulder Bags No,https://n1.sdlcdn.com/imgs/b/f/h/FOSTELO-FSB-209-Purple-Shoulder-SDL202178699-1-82ac8.jpg,1499,583,https://www.snapdeal.com/product/fostelo-fsb209-purple-shoulder-bags/228935595?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=19215,Handbags,popular
4794176-16,FOSTELO FSB-244 Black Shoulder Bags No,https://n1.sdlcdn.com/imgs/b/f/h/FOSTELO-FSB-244-Black-Shoulder-SDL211831665-1-09b7e.jpg,1999,699,https://www.snapdeal.com/product/fostelo-fsb244-black-shoulder-bags/10747210?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=19215,Handbags,popular
1896546-16,FOSTELO FSB-336 Blue Shoulder Bags,https://n3.sdlcdn.com/imgs/b/f/h/FOSTELO-FSB-336-Blue-Shoulder-SDL785294618-1-172ed.jpg,2999,999,https://www.snapdeal.com/product/fostelo-fsb336-blue-shoulder-bags/680684669288?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=19215,Handbags,popular
2636588-16,FOSTELO FSB-299 Beige Shoulder Bags,https://n2.sdlcdn.com/imgs/b/f/h/FOSTELO-FSB-299-Beige-Shoulder-SDL482488279-1-8a4f1.jpg,1999,629,https://www.snapdeal.com/product/fostelo-fsb299-beige-shoulder-bags/624435572545?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=19215,Handbags,popular
18803547-3,Myx Women's Cotton Straight Kurta (AW16ST13A_Peach_Large),https://images-eu.ssl-images-amazon.com/images/I/41yrdvbNHtL._SL160_.jpg,799,359,http://www.amazon.in/dp/B01IXVAMWI/ref=asc_df_B01IXVAMWI41295095/?tag=indiashopps-21&creative=165953&creativeASIN=B01IXVAMWI&linkCode=df0,Kurtas & Kurtis,popular
18806409-3,Myx Women's Cotton Straight Kurta (AW16ST42B_Off-White_Medium),https://images-eu.ssl-images-amazon.com/images/I/41aox3%2B8fOL._SL160_.jpg,1299,777,http://www.amazon.in/dp/B01J5QV90O/ref=asc_df_B01J5QV90O41295095/?tag=indiashopps-21&creative=165953&creativeASIN=B01J5QV90O&linkCode=df0,Kurtas & Kurtis,popular
10324509-3,Cenizas Women's Straight Kurtas,https://images-eu.ssl-images-amazon.com/images/I/512nQ5LhqGL._SL160_.jpg,799,299,http://www.amazon.in/dp/B00LQF9M2A/ref=asc_df_B00LQF9M2A41295095/?tag=indiashopps-21&creative=165953&creativeASIN=B00LQF9M2A&linkCode=df0,Kurtas & Kurtis,popular
10335928-3,Cenizas Women's Straight Kurtas,http://ecx.images-amazon.com/images/I/41cJF28ByVL._SX425_.jpg,999,499,http://www.amazon.in/dp/B010HFM4UG/ref=asc_df_B010HFM4UG38843372/?tag=indiashopps-21&creative=165953&creativeASIN=B010HFM4UG&linkCode=df0,Kurtas & Kurtis,popular
72247-3,"L'Oreal Paris Collection Star Pure Garnet (Sonam Kapoor) Lipstick, 4.2g",https://images-eu.ssl-images-amazon.com/images/I/31bCMlEGTjL._SL160_.jpg,1025,820,http://www.amazon.in/dp/B00RXEA1UA/ref=asc_df_B00RXEA1UA41293952/?tag=indiashopps-21&creative=165953&creativeASIN=B00RXEA1UA&linkCode=df0,Lip Care,popular
79275-3,"Lakme Absolute Matte CL, 3.7 g, Red Envy",https://images-eu.ssl-images-amazon.com/images/I/31drTvo5wIL._SL160_.jpg,750,562,http://www.amazon.in/dp/B010F9E4AC/ref=asc_df_B010F9E4AC41293952/?tag=indiashopps-21&creative=165953&creativeASIN=B010F9E4AC&linkCode=df0,Lip Care,popular
5801494-3,"Maybelline New York Color Sensational Creamy Matte Lip Color, Nude Nuance, 4.2g",http://ecx.images-amazon.com/images/I/31x3Dy2QlBL._SX425_.jpg,575,575,http://www.amazon.in/dp/B00YJJWBUA/ref=asc_df_B00YJJWBUA41293952/?tag=indiashopps-21&creative=165953&creativeASIN=B00YJJWBUA&linkCode=df0,Lip Care,popular
29467-3,"Colorbar Velvet Matte Lipstick, Addictive Magenta, 4.2g",https://images-eu.ssl-images-amazon.com/images/I/31fqhED5d4L._SL160_.jpg,325,260,http://www.amazon.in/dp/B00791ER16/ref=asc_df_B00791ER1641293952/?tag=indiashopps-21&creative=165953&creativeASIN=B00791ER16&linkCode=df0,Lip Care,popular
23020227-1,Lakme Enrich Satins Lip Color 4.3 g,http://img.fkcdn.com/image/lipstick/m/f/3/lakme-4-3-enrich-satins-lip-color-400x400-imaedkk8ezgsrqfh.jpeg,260,234,https://www.flipkart.com/lakme-enrich-satins-lip-color/p/itmekrpcxpuf2j8c?pid=LSKE8FWZYJMTFMF3&affid=affiliate7&affExtParam1=site,Makeup,popular
48459274-1,Sugar SMUDGE ME NOT LIQUID LIPSTICK - 07 Rethink Pink (Fuchsia) 4.5 ml(Fuchsia),http://img.fkcdn.com/image/lipstick/h/c/n/4-5-smudge-me-not-liquid-lipstick-07-rethink-pink-fuchsia-sugar-400x400-imaer9f2y3cscvzk.jpeg,499,499,https://www.flipkart.com/sugar-smudge-me-not-liquid-lipstick-07-rethink-pink-fuchsia/p/itmera58suhdrjyt?pid=LSKERA58P8M8GHCN&affid=affiliate7&affExtParam1=site,Makeup,popular
